ID,Surname,First Name,Department,Staff or Student,Date of first journey,Destination,Estimated CO2eq emission (please enter in kg),Travel mode
3003,Young,Barbara,Mathematics and Statistics,Staff,2023-03-02,Warsaw,221.6075208,Flight
228,Hoftiezer,Tommy,Meteorology,Staff,2023-03-02,Prague,7.90297665,Train
4609,Standen,Don,Mathematics and Statistics,Student,2023-03-02,Milan,7.89918565,Train
761,Schnelder,David,Mathematics and Statistics,Student,2023-03-02,Kigali,1976,Flight
624,Robbins,Walter,Meteorology,Staff,2023-03-02,Warsaw,9.58867825,Train
1063,Kluck,Betty,Mathematics and Statistics,Student,2023-03-02,Tokyo,2893,Flight
1966,Oliver,Steven,Meteorology,Student,2023-03-03,Copenhagen,9.34105905,Train
675,Fischer,Leona,Meteorology,Student,2023-03-03,Barcelona,8.94938185,Train
1500,Simmons,Catherine,Meteorology,Staff,2023-03-03,Monaco,158.0826528,Flight
3496,Bohannan,George,Meteorology,Staff,2023-03-04,Prague,7.90297665,Train
1019,Rice,Pamela,Meteorology,Student,2023-03-04,Copenhagen,147.5835576,Flight
4767,Marshall,Becky,Meteorology,Staff,2023-03-05,Toronto,1687,Flight
2600,Stevens,Judy,Computer Science,Student,2023-03-05,Madrid,191.3733168,Flight
1299,Willis,Gerald,Mathematics and Statistics,Staff,2023-03-06,Helsinki,279.3243444,Flight
2650,Marceau,Barry,Meteorology,Staff,2023-03-06,Berlin,144.5163414,Flight
4035,Watson,Frank,Mathematics and Statistics,Staff,2023-03-06,Andorra La Vella,168.8791902,Flight
204,Hayden,Howard,Mathematics and Statistics,Staff,2023-03-06,New York,1687,Flight
2392,Hebert,Sue,Meteorology,Student,2023-03-06,Vienna,12.12855905,Train
3389,Bushman,Eugenia,Meteorology,Staff,2023-03-06,Monaco,8.73449905,Train
4495,Reyes,Rob,Mathematics and Statistics,Staff,2023-03-07,Vaduz,141.8297316,Flight
2312,Shae,Raymond,Meteorology,Staff,2023-03-07,Kigali,1976,Flight
2041,Jones,Terrance,Mathematics and Statistics,Student,2023-03-07,Rome,221.2103382,Flight
4629,Carpenter,Arthur,Mathematics and Statistics,Student,2023-03-08,Prague,7.90297665,Train
3512,Reese,Roberta,Meteorology,Staff,2023-03-08,Barcelona,175.3229112,Flight
3402,Durham,Elnora,Meteorology,Student,2023-03-09,Budapest,10.00140665,Train
931,Trexler,Dennis,Meteorology,Student,2023-03-09,Oslo,182.4827694,Flight
1445,Kinard,Steven,Walker Institute,Staff,2023-03-09,Paris,56.23458,Flight
4379,Shams,Scott,Meteorology,Student,2023-03-09,Tokyo,2893,Flight
3301,Cambre,Kip,Meteorology,Staff,2023-03-09,Dublin,72.5432298,Flight
2343,Boyer,Lenora,Meteorology,Staff,2023-03-09,Cologne,79.9764342,Flight
3504,Rubio,Robert,Meteorology,Student,2023-03-09,Copenhagen,9.34105905,Train
1707,Lawson,Frank,Meteorology,Student,2023-03-10,Oslo,182.4827694,Flight
3533,Weaver,Karina,Computer Science,Student,2023-03-10,Vaduz,7.80235905,Train
2261,Strain,Johnny,Meteorology,Staff,2023-03-10,Andorra La Vella,168.8791902,Flight
4181,Mills,Lisa,Mathematics and Statistics,Staff,2023-03-10,Berlin,144.5163414,Flight
3709,Gavin,Leonard,Mathematics and Statistics,Student,2023-03-10,Lisbon,13.23017905,Train
420,Rankin,Judith,Meteorology,Student,2023-03-10,Sydney,5063,Flight
398,Roy,Paulette,Computer Science,Student,2023-03-10,Brussels,52.1993256,Flight
1251,Ryan,David,Meteorology,Staff,2023-03-11,Cologne,4.88609885,Train
3736,Law,Howard,Meteorology,Staff,2023-03-11,Denver,2254,Flight
1396,Parra,Katherine,Meteorology,Staff,2023-03-11,Belfast,80.0851686,Flight
26,Wallace,Christina,Meteorology,Staff,2023-03-11,Rotterdam,4.40548925,Train
3443,Spiegel,David,Computer Science,Student,2023-03-11,New York,1687,Flight
2916,Duhamel,Dorthy,Meteorology,Staff,2023-03-12,Vaduz,141.8297316,Flight
2858,Jones,Lauretta,Meteorology,Staff,2023-03-12,Belgrade,256.8752214,Flight
1948,Townsend,Zelma,Mathematics and Statistics,Staff,2023-03-12,Cologne,79.9764342,Flight
1877,Roy,Paulette,Computer Science,Student,2023-03-12,Vienna,12.12855905,Train
3790,Callahan,Rudy,Mathematics and Statistics,Staff,2023-03-13,Prague,157.2156132,Flight
1160,Gunia,Linda,Mathematics and Statistics,Student,2023-03-13,Brussels,52.1993256,Flight
3845,Maddox,Michael,Meteorology,Student,2023-03-14,Copenhagen,9.34105905,Train
1443,Barnett,Graham,Computer Science,Student,2023-03-14,Luxembourg,77.173503,Flight
3624,Macon,Alice,Mathematics and Statistics,Student,2023-03-14,Luxembourg,4.98809905,Train
4327,Sweitzer,Guadalupe,Meteorology,Student,2023-03-14,Milan,7.89918565,Train
2901,Lew,Brianne,Meteorology,Student,2023-03-15,Vienna,192.2462124,Flight
4997,Boyd,Everett,Meteorology,Student,2023-03-15,Budapest,10.00140665,Train
3252,Kluck,Betty,Mathematics and Statistics,Student,2023-03-15,Delhi,1976,Flight
2318,Ackerman,Paul,Mathematics and Statistics,Staff,2023-03-16,Berlin,144.5163414,Flight
1547,Torres,Edward,Meteorology,Student,2023-03-16,Brussels,52.1993256,Flight
2459,Burge,Betty,Meteorology,Student,2023-03-17,Rotterdam,55.1004198,Flight
1596,Branco,Charles,Meteorology,Staff,2023-03-17,LA,2652,Flight
1766,Galimi,Cecil,Meteorology,Staff,2023-03-18,Denver,2254,Flight
4115,Gonzalez,Richard,Meteorology,Staff,2023-03-18,Rome,221.2103382,Flight
3209,Jones,Boyd,Meteorology,Staff,2023-03-18,Berlin,144.5163414,Flight
1674,Trevethan,Michael,Meteorology,Student,2023-03-18,Zurich,119.0377572,Flight
2926,Bremer,Tom,Meteorology,Student,2023-03-18,Rotterdam,4.40548925,Train
81,Hoftiezer,Tommy,Meteorology,Staff,2023-03-18,Oslo,12.54779905,Train
4494,Whitley,Paris,Meteorology,Staff,2023-03-18,Warsaw,221.6075208,Flight
3671,Bozeman,Casey,Meteorology,Student,2023-03-19,Copenhagen,147.5835576,Flight
1536,Cody,Carolyn,Meteorology,Student,2023-03-19,Stockholm,12.16869905,Train
2690,Williams,Anthony,Meteorology,Staff,2023-03-19,Amsterdam,4.91227905,Train
3413,Blakeman,Brian,Computer Science,Staff,2023-03-19,Oslo,12.54779905,Train
1897,Rozon,Fred,Meteorology,Staff,2023-03-19,Oslo,182.4827694,Flight
1574,Risbeck,Albert,Mathematics and Statistics,Staff,2023-03-19,Berlin,144.5163414,Flight
4321,Rivers,Edgar,Meteorology,Staff,2023-03-19,Warsaw,9.58867825,Train
2248,Camacho,Thomas,Meteorology,Staff,2023-03-19,Amsterdam,4.91227905,Train
3231,Smith,Mary,Computer Science,Student,2023-03-19,Belgrade,11.43230845,Train
4280,Pons,Bradley,Meteorology,Staff,2023-03-20,Madrid,10.66121905,Train
1436,Loguidice,Courtney,Meteorology,Student,2023-03-20,Madrid,10.66121905,Train
4214,Trexler,Dennis,Meteorology,Student,2023-03-20,Berlin,7.68193905,Train
4753,Obrien,Beatrice,Meteorology,Staff,2023-03-20,Copenhagen,147.5835576,Flight
2701,Shae,Raymond,Meteorology,Staff,2023-03-20,Brussels,3.95337905,Train
735,Pariente,Nancy,Meteorology,Student,2023-03-20,Vienna,12.12855905,Train
4642,Oconnell,Gary,Meteorology,Student,2023-03-21,Copenhagen,9.34105905,Train
1484,Tammaro,Thomas,Meteorology,Staff,2023-03-21,LA,2652,Flight
4365,Menter,Susan,Computer Science,Staff,2023-03-21,Vienna,192.2462124,Flight
1835,Reitano,Michael,Computer Science,Staff,2023-03-22,Warsaw,221.6075208,Flight
1862,Stutzman,Anthony,Mathematics and Statistics,Student,2023-03-22,Tokyo,2893,Flight
4362,Ruby,Anna,Meteorology,Staff,2023-03-23,Rotterdam,4.40548925,Train
2449,Schmitz,Ruth,Computer Science,Student,2023-03-23,Oslo,182.4827694,Flight
2071,Hema,Joyce,Meteorology,Student,2023-03-24,Dublin,72.5432298,Flight
4995,Cronin,Troy,Meteorology,Staff,2023-03-24,Andorra La Vella,168.8791902,Flight
4124,Dickman,Richard,Meteorology,Staff,2023-03-24,Oslo,12.54779905,Train
3438,Thoren,Shawn,Computer Science,Staff,2023-03-25,Amsterdam,55.1004198,Flight
2795,Pray,Jessica,Mathematics and Statistics,Staff,2023-03-25,Milan,148.364331,Flight
3931,Ramirez,Sophia,Meteorology,Staff,2023-03-25,Cologne,4.88609885,Train
4809,Pray,Jessica,Mathematics and Statistics,Staff,2023-03-25,Copenhagen,9.34105905,Train
605,Hogan,Shavonne,Computer Science,Staff,2023-03-26,Barcelona,8.94938185,Train
1958,Bell,Carolyn,Meteorology,Staff,2023-03-27,Berlin,7.68193905,Train
827,Johanson,Carol,Mathematics and Statistics,Student,2023-03-27,Belfast,80.0851686,Flight
1855,Marshall,Becky,Meteorology,Staff,2023-03-27,Milan,148.364331,Flight
2603,Smith,Mary,Computer Science,Student,2023-03-27,Oslo,12.54779905,Train
2269,Moore,Booker,Mathematics and Statistics,Student,2023-03-27,Andorra La Vella,10.16615905,Train
4507,Scrivens,Sharon,Meteorology,Staff,2023-03-27,Cape Town,2893,Flight
3733,Smith,Edna,Computer Science,Student,2023-03-28,Oslo,12.54779905,Train
2313,Milton,Debbie,Meteorology,Staff,2023-03-28,Cape Town,2893,Flight
698,Oliver,Steven,Meteorology,Student,2023-03-28,Prague,157.2156132,Flight
2422,Pickerel,Morris,Meteorology,Staff,2023-03-28,Madrid,10.66121905,Train
4955,Gladney,Jose,Meteorology,Staff,2023-03-29,LA,2652,Flight
1301,Vaughn,Gerald,Meteorology,Staff,2023-03-29,Stockholm,12.16869905,Train
382,Kinard,Steven,Walker Institute,Staff,2023-03-29,Rotterdam,4.40548925,Train
415,Martin,Shannon,Meteorology,Staff,2023-03-29,Oslo,182.4827694,Flight
3655,Bragg,Louis,Meteorology,Student,2023-03-30,Denver,2254,Flight
4877,Manylath,Victoria,Meteorology,Student,2023-03-30,Warsaw,221.6075208,Flight
924,Cook,Janice,Meteorology,Staff,2023-03-30,Lisbon,13.23017905,Train
705,Miller,Leroy,Computer Science,Staff,2023-03-30,Barcelona,8.94938185,Train
3830,Morris,Fred,Mathematics and Statistics,Student,2023-03-30,Rotterdam,55.1004198,Flight
4208,Macon,Alice,Mathematics and Statistics,Student,2023-03-31,Budapest,10.00140665,Train
1250,Trexler,Dennis,Meteorology,Student,2023-03-31,Luxembourg,77.173503,Flight
1288,Leiva,Carmen,Meteorology,Staff,2023-03-31,Madrid,191.3733168,Flight
63,Rivera,Keesha,Meteorology,Student,2023-03-31,Amsterdam,55.1004198,Flight
1633,Reese,Horace,Meteorology,Staff,2023-03-31,Rotterdam,55.1004198,Flight
2272,Bass,Kevin,Meteorology,Staff,2023-04-01,Sydney,5063,Flight
1843,Duclos,Myrtle,Mathematics and Statistics,Student,2023-04-01,Milan,7.89918565,Train
4305,Scott,Reginald,Meteorology,Student,2023-04-01,Oslo,12.54779905,Train
1145,Scott,Thomas,Meteorology,Staff,2023-04-01,Oslo,12.54779905,Train
2729,Guizar,Robert,Mathematics and Statistics,Student,2023-04-02,Rotterdam,55.1004198,Flight
3536,Helgason,Debbie,Computer Science,Student,2023-04-02,Vaduz,7.80235905,Train
2073,Standridge,Bryan,Walker Institute,Staff,2023-04-03,Jakarta,3544,Flight
457,Watson,Frank,Mathematics and Statistics,Staff,2023-04-03,Rome,10.31333905,Train
224,Ruby,Anna,Meteorology,Staff,2023-04-03,Lisbon,240.2479194,Flight
4785,Castellanos,Mary,Mathematics and Statistics,Student,2023-04-04,Prague,157.2156132,Flight
2342,Bosworth,Teresa,Meteorology,Staff,2023-04-04,Belgrade,256.8752214,Flight
518,Washington,Lloyd,Computer Science,Staff,2023-04-04,Cologne,79.9764342,Flight
4597,Miller,Leroy,Computer Science,Staff,2023-04-04,Andorra La Vella,10.16615905,Train
3546,Pharis,Howard,Meteorology,Staff,2023-04-04,Accra,1494,Flight
1065,Green,Wendy,Meteorology,Staff,2023-04-05,Amsterdam,4.91227905,Train
3853,Bouldin,Betty,Meteorology,Staff,2023-04-05,Brussels,3.95337905,Train
1009,Rivera,Keesha,Meteorology,Student,2023-04-05,Lisbon,13.23017905,Train
2596,Macon,Alice,Mathematics and Statistics,Student,2023-04-05,Zurich,119.0377572,Flight
4959,Allen,James,Computer Science,Staff,2023-04-05,Belfast,80.0851686,Flight
4034,Hagge,Douglas,Mathematics and Statistics,Staff,2023-04-05,Brussels,52.1993256,Flight
4742,Chapman,Ronald,Meteorology,Staff,2023-04-06,Warsaw,9.58867825,Train
880,Hernandez,Anne,Computer Science,Staff,2023-04-06,Prague,7.90297665,Train
2855,Ramirez,Sophia,Meteorology,Staff,2023-04-06,Milan,148.364331,Flight
727,Ramirez,Sophia,Meteorology,Staff,2023-04-06,Warsaw,9.58867825,Train
4402,Morris,Fred,Mathematics and Statistics,Student,2023-04-06,Amsterdam,4.91227905,Train
3146,Bouldin,Betty,Meteorology,Staff,2023-04-06,Vienna,12.12855905,Train
2752,Vinciguerra,David,Mathematics and Statistics,Student,2023-04-06,Belgrade,11.43230845,Train
2621,Schmitz,Ruth,Computer Science,Student,2023-04-07,Rome,221.2103382,Flight
1610,Waldron,Mark,Mathematics and Statistics,Student,2023-04-07,Amsterdam,55.1004198,Flight
3955,Ryan,Jeffrey,Mathematics and Statistics,Student,2023-04-08,Berlin,144.5163414,Flight
3360,Townsend,Zelma,Mathematics and Statistics,Staff,2023-04-08,Rome,221.2103382,Flight
4804,Gladney,Jose,Meteorology,Staff,2023-04-08,Vienna,192.2462124,Flight
1358,Cunningham,Frank,Meteorology,Staff,2023-04-08,Andorra La Vella,168.8791902,Flight
2955,Cables,Bruce,Meteorology,Staff,2023-04-08,Cologne,79.9764342,Flight
4679,Estrada,Patricia,Meteorology,Staff,2023-04-09,Nanjing,2820,Flight
925,Pinneo,Theresa,Computer Science,Student,2023-04-09,Rome,221.2103382,Flight
1646,Schafer,Richard,Walker Institute,Student,2023-04-09,Rotterdam,4.40548925,Train
1965,Mason,Jose,Mathematics and Statistics,Student,2023-04-09,Cologne,4.88609885,Train
2927,Uong,Susan,Mathematics and Statistics,Staff,2023-04-09,Cape Town,2893,Flight
1195,Byrd,Margie,Meteorology,Staff,2023-04-10,Monaco,8.73449905,Train
3588,Dahl,Alfonso,Meteorology,Staff,2023-04-10,Sydney,5063,Flight
3528,Clark,Neil,Meteorology,Staff,2023-04-10,Cologne,4.88609885,Train
1515,Oliver,Steven,Meteorology,Student,2023-04-10,Paris,56.23458,Flight
3479,Barnett,Graham,Computer Science,Student,2023-04-10,Stockholm,12.16869905,Train
2485,Hayward,Hope,Walker Institute,Staff,2023-04-11,Cape Town,2893,Flight
1096,Vinciguerra,David,Mathematics and Statistics,Student,2023-04-11,New York,1687,Flight
4876,Romo,Vernon,Computer Science,Staff,2023-04-11,LA,2652,Flight
250,Lee,Irene,Meteorology,Staff,2023-04-12,Brussels,52.1993256,Flight
478,Tracy,Carol,Meteorology,Staff,2023-04-12,Oslo,12.54779905,Train
346,Burge,Betty,Meteorology,Student,2023-04-12,Sydney,5063,Flight
1368,Grimm,Isabel,Meteorology,Staff,2023-04-13,Paris,56.23458,Flight
631,Moore,Booker,Mathematics and Statistics,Student,2023-04-13,Rome,221.2103382,Flight
4028,Lear,Eugenia,Meteorology,Student,2023-04-13,Chicago,1928,Flight
4363,Blosser,Ruby,Meteorology,Staff,2023-04-13,Milan,7.89918565,Train
1286,Schmitz,Ruth,Computer Science,Student,2023-04-13,Belgrade,11.43230845,Train
3230,Mayers,Ralph,Mathematics and Statistics,Staff,2023-04-13,Belgrade,256.8752214,Flight
1499,Martinez,Georgia,Meteorology,Staff,2023-04-13,Stockholm,12.16869905,Train
354,Lyman,John,Meteorology,Staff,2023-04-13,Cape Town,2893,Flight
4516,Clark,Robert,Meteorology,Staff,2023-04-13,Belfast,80.0851686,Flight
4318,Walter,Barbara,Meteorology,Staff,2023-04-13,Paris,56.23458,Flight
2352,Hogan,Shavonne,Computer Science,Staff,2023-04-14,Rotterdam,55.1004198,Flight
4470,Rodriguez,Ashley,Computer Science,Student,2023-04-14,LA,2652,Flight
3891,Zebell,Jeremiah,Meteorology,Student,2023-04-14,Madrid,10.66121905,Train
4786,Harris,Steven,Meteorology,Staff,2023-04-14,Andorra La Vella,10.16615905,Train
2234,Burge,Betty,Meteorology,Student,2023-04-15,Paris,56.23458,Flight
4453,Reese,Horace,Meteorology,Staff,2023-04-15,Chicago,1928,Flight
4501,Cobbs,Timothy,Mathematics and Statistics,Student,2023-04-15,Zurich,6.76946765,Train
406,Fischer,Leona,Meteorology,Student,2023-04-15,Copenhagen,9.34105905,Train
2015,Lawson,Frank,Meteorology,Student,2023-04-16,Rotterdam,4.40548925,Train
1695,Williams,Eva,Meteorology,Student,2023-04-16,Milan,7.89918565,Train
1962,Swales,Richard,Meteorology,Staff,2023-04-17,Luxembourg,77.173503,Flight
975,Young,Barbara,Mathematics and Statistics,Staff,2023-04-17,Belfast,80.0851686,Flight
1881,Hogan,Shavonne,Computer Science,Staff,2023-04-17,Barcelona,8.94938185,Train
3534,Estrada,Patricia,Meteorology,Staff,2023-04-17,Andorra La Vella,168.8791902,Flight
3178,Oliver,Steven,Meteorology,Student,2023-04-17,Madrid,10.66121905,Train
4114,Southern,Norma,Meteorology,Staff,2023-04-18,Cologne,79.9764342,Flight
4023,Kassin,Ramon,Mathematics and Statistics,Student,2023-04-18,Brussels,52.1993256,Flight
1531,Smith,David,Meteorology,Staff,2023-04-18,Berlin,7.68193905,Train
4154,Brannen,William,Mathematics and Statistics,Student,2023-04-18,Delhi,1976,Flight
1697,Jones,Terrance,Mathematics and Statistics,Student,2023-04-19,Kigali,1976,Flight
2892,Laverdiere,Walter,Meteorology,Student,2023-04-19,Vaduz,7.80235905,Train
4401,White,Vincent,Meteorology,Staff,2023-04-19,Paris,56.23458,Flight
2107,Cody,Carolyn,Meteorology,Student,2023-04-19,Delhi,1976,Flight
503,Cronin,Troy,Meteorology,Staff,2023-04-19,Nanjing,2820,Flight
2298,Smith,Edna,Computer Science,Student,2023-04-19,Belgrade,256.8752214,Flight
1097,Croyle,Norma,Mathematics and Statistics,Student,2023-04-19,Dublin,72.5432298,Flight
3796,Lawson,Frank,Meteorology,Student,2023-04-20,Rotterdam,4.40548925,Train
4922,Bryan,Wendy,Computer Science,Staff,2023-04-20,Vaduz,141.8297316,Flight
3036,Wilhelm,Shaunta,Meteorology,Staff,2023-04-20,Andorra La Vella,10.16615905,Train
4097,Ward,Donald,Meteorology,Student,2023-04-20,Accra,1494,Flight
3249,Griffis,Adela,Meteorology,Staff,2023-04-21,Oslo,182.4827694,Flight
2192,Bohannan,George,Meteorology,Staff,2023-04-21,Stockholm,12.16869905,Train
820,Boyer,Lenora,Meteorology,Staff,2023-04-21,Monaco,158.0826528,Flight
834,Schnelder,David,Mathematics and Statistics,Student,2023-04-21,Copenhagen,9.34105905,Train
4648,Meeks,Oscar,Mathematics and Statistics,Student,2023-04-21,Rome,10.31333905,Train
2025,Rodriguez,Ashley,Computer Science,Student,2023-04-21,Paris,4.34139905,Train
3666,Freudenburg,James,Computer Science,Staff,2023-04-22,Milan,7.89918565,Train
1696,Rivers,Edgar,Meteorology,Staff,2023-04-22,Amsterdam,55.1004198,Flight
4896,Reese,Roberta,Meteorology,Staff,2023-04-22,Nanjing,2820,Flight
4317,Cables,Bruce,Meteorology,Staff,2023-04-22,Belfast,80.0851686,Flight
952,Neal,Elva,Mathematics and Statistics,Staff,2023-04-22,Tokyo,2893,Flight
3789,Mayers,Ralph,Mathematics and Statistics,Staff,2023-04-23,Milan,7.89918565,Train
2227,Barnes,Petra,Meteorology,Student,2023-04-23,Milan,7.89918565,Train
4394,Pharis,Howard,Meteorology,Staff,2023-04-23,Prague,7.90297665,Train
2991,Shams,Scott,Meteorology,Student,2023-04-23,Belgrade,11.43230845,Train
2137,Larson,Irene,Meteorology,Staff,2023-04-23,Barcelona,175.3229112,Flight
976,Shaw,Robert,Computer Science,Student,2023-04-23,Nanjing,2820,Flight
3819,Marceau,Barry,Meteorology,Staff,2023-04-23,Nanjing,2820,Flight
3890,Mcclanahan,Archie,Meteorology,Staff,2023-04-23,Oslo,182.4827694,Flight
4324,Donaldson,Debra,Meteorology,Student,2023-04-24,Prague,7.90297665,Train
2424,Kindig,David,Meteorology,Staff,2023-04-24,Vienna,192.2462124,Flight
542,Maddox,Michael,Meteorology,Student,2023-04-24,Copenhagen,147.5835576,Flight
558,Nesbitt,Jacalyn,Mathematics and Statistics,Staff,2023-04-25,Madrid,191.3733168,Flight
2837,Jones,Lauretta,Meteorology,Staff,2023-04-25,Vaduz,7.80235905,Train
2558,Stutzman,Anthony,Mathematics and Statistics,Student,2023-04-25,Accra,1494,Flight
1058,Freeman,Marvin,Meteorology,Staff,2023-04-25,Cologne,4.88609885,Train
2663,Gonyea,Edwin,Mathematics and Statistics,Staff,2023-04-25,Madrid,191.3733168,Flight
3361,Whitley,Paris,Meteorology,Staff,2023-04-26,Amsterdam,4.91227905,Train
2780,Brown,Jimmy,Meteorology,Student,2023-04-26,Delhi,1976,Flight
65,Mulholland,Hugh,Meteorology,Staff,2023-04-26,Luxembourg,4.98809905,Train
1708,Bourne,Marta,Meteorology,Staff,2023-04-27,Oslo,182.4827694,Flight
2288,Daniel,Marion,Meteorology,Student,2023-04-27,Brussels,52.1993256,Flight
4799,Kellison,Shirley,Mathematics and Statistics,Student,2023-04-27,Barcelona,8.94938185,Train
3886,Harp,Carrie,Meteorology,Staff,2023-04-27,Delhi,1976,Flight
938,Foster,Paul,Meteorology,Staff,2023-04-27,Vaduz,141.8297316,Flight
3311,Croyle,Norma,Mathematics and Statistics,Student,2023-04-27,Rome,221.2103382,Flight
4441,Johnson,Sandra,Meteorology,Staff,2023-04-27,Amsterdam,55.1004198,Flight
4533,Robbins,Walter,Meteorology,Staff,2023-04-27,Delhi,1976,Flight
2265,Harp,Carrie,Meteorology,Staff,2023-04-28,Budapest,224.7109818,Flight
2793,Lawrence,John,Mathematics and Statistics,Student,2023-04-28,Rome,10.31333905,Train
240,Shams,Scott,Meteorology,Student,2023-04-28,Nanjing,2820,Flight
2416,Valenzuela,Hattie,Meteorology,Staff,2023-04-28,Vienna,192.2462124,Flight
2301,Clark,Robert,Meteorology,Staff,2023-04-28,Copenhagen,147.5835576,Flight
1151,Willis,Gerald,Mathematics and Statistics,Staff,2023-04-28,Vaduz,7.80235905,Train
769,Brisbon,Sherri,Mathematics and Statistics,Student,2023-04-28,Brussels,3.95337905,Train
1104,White,Vincent,Meteorology,Staff,2023-04-29,Vaduz,7.80235905,Train
2593,Styles,Eddie,Meteorology,Student,2023-04-29,Tokyo,2893,Flight
1982,Bryan,Wendy,Computer Science,Staff,2023-04-29,Vienna,12.12855905,Train
2178,Mayers,Ralph,Mathematics and Statistics,Staff,2023-04-29,Nanjing,2820,Flight
750,Duncan,Vanessa,Meteorology,Staff,2023-04-29,LA,2652,Flight
754,Gibbs,Ray,Meteorology,Staff,2023-04-29,Barcelona,175.3229112,Flight
236,Thomas,Linda,Computer Science,Student,2023-04-29,Dublin,72.5432298,Flight
2937,Rivers,Harvey,Mathematics and Statistics,Staff,2023-04-29,Delhi,1976,Flight
4511,Rankin,Judith,Meteorology,Student,2023-04-29,Stockholm,12.16869905,Train
3701,Droke,Marcos,Mathematics and Statistics,Staff,2023-04-29,Stockholm,12.16869905,Train
4100,Clark,Robert,Meteorology,Staff,2023-04-29,Tokyo,2893,Flight
2830,Waddell,Ilene,Meteorology,Staff,2023-04-29,Prague,157.2156132,Flight
1700,Helgason,Debbie,Computer Science,Student,2023-04-30,Dublin,72.5432298,Flight
423,Jones,Stephen,Meteorology,Staff,2023-04-30,Monaco,8.73449905,Train
3788,Schneeman,Benjamin,Meteorology,Staff,2023-04-30,Barcelona,175.3229112,Flight
189,Hopkins,Cassidy,Meteorology,Staff,2023-04-30,Brussels,3.95337905,Train
2734,Manylath,Victoria,Meteorology,Student,2023-05-01,Madrid,191.3733168,Flight
1171,Helgason,Debbie,Computer Science,Student,2023-05-01,Toronto,1687,Flight
3675,Ward,Donald,Meteorology,Student,2023-05-01,Luxembourg,4.98809905,Train
2207,Canfield,Maria,Meteorology,Staff,2023-05-01,Nanjing,2820,Flight
745,Lea,Charlene,Meteorology,Student,2023-05-01,Brussels,3.95337905,Train
1705,Jones,Terrance,Mathematics and Statistics,Student,2023-05-01,Dublin,72.5432298,Flight
3023,Williamson,Diane,Meteorology,Staff,2023-05-01,Berlin,144.5163414,Flight
2738,Relyea,Robert,Meteorology,Staff,2023-05-02,Copenhagen,9.34105905,Train
1300,Waldron,Mark,Mathematics and Statistics,Student,2023-05-02,Sydney,5063,Flight
2876,Perez,Edward,Meteorology,Staff,2023-05-02,Helsinki,279.3243444,Flight
716,Schafer,Richard,Walker Institute,Student,2023-05-03,Barcelona,175.3229112,Flight
2970,Nye,Marianne,Mathematics and Statistics,Staff,2023-05-03,Luxembourg,77.173503,Flight
2643,Clardy,Howard,Computer Science,Student,2023-05-03,Accra,1494,Flight
2436,Edgington,Helen,Meteorology,Staff,2023-05-03,Warsaw,9.58867825,Train
1414,Ryan,John,Meteorology,Staff,2023-05-04,Accra,1494,Flight
3237,Fisher,Linda,Computer Science,Student,2023-05-04,Belgrade,11.43230845,Train
579,Smoldt,Gary,Computer Science,Staff,2023-05-04,Zurich,6.76946765,Train
4967,Boyer,Lenora,Meteorology,Staff,2023-05-05,Paris,4.34139905,Train
4074,Southern,Norma,Meteorology,Staff,2023-05-05,Tokyo,2893,Flight
4161,Green,Wendy,Meteorology,Staff,2023-05-05,Paris,4.34139905,Train
1774,Dickman,Richard,Meteorology,Staff,2023-05-05,Cape Town,2893,Flight
1769,Ruby,Anna,Meteorology,Staff,2023-05-05,Berlin,144.5163414,Flight
1968,Milton,Debbie,Meteorology,Staff,2023-05-05,Luxembourg,4.98809905,Train
4412,Denn,Errol,Meteorology,Staff,2023-05-05,Copenhagen,9.34105905,Train
1292,Rocha,John,Mathematics and Statistics,Student,2023-05-05,Stockholm,221.0140122,Flight
4699,Kluck,Betty,Mathematics and Statistics,Student,2023-05-05,Monaco,158.0826528,Flight
2219,Walter,Barbara,Meteorology,Staff,2023-05-06,Tokyo,2893,Flight
800,Wynn,Donna,Mathematics and Statistics,Student,2023-05-06,Copenhagen,9.34105905,Train
1575,Simmons,Catherine,Meteorology,Staff,2023-05-06,Brussels,52.1993256,Flight
434,Mcdonald,Wayne,Computer Science,Staff,2023-05-06,Prague,157.2156132,Flight
3419,Hoftiezer,Tommy,Meteorology,Staff,2023-05-06,Cologne,79.9764342,Flight
1115,Schmitz,Ruth,Computer Science,Student,2023-05-07,Andorra La Vella,10.16615905,Train
600,Bethea,Linda,Meteorology,Student,2023-05-07,Monaco,158.0826528,Flight
1266,Clark,Neil,Meteorology,Staff,2023-05-07,Madrid,10.66121905,Train
2709,Westmoreland,Donald,Computer Science,Student,2023-05-07,Luxembourg,4.98809905,Train
2648,Schneider,Joseph,Computer Science,Staff,2023-05-08,Oslo,182.4827694,Flight
3625,Estrada,Patricia,Meteorology,Staff,2023-05-08,Milan,7.89918565,Train
4654,Williams,Lloyd,Computer Science,Student,2023-05-08,Vienna,12.12855905,Train
1082,Rupert,Robert,Meteorology,Staff,2023-05-08,Warsaw,9.58867825,Train
3087,Ramirez,Sophia,Meteorology,Staff,2023-05-08,Prague,157.2156132,Flight
1809,Boyer,Lenora,Meteorology,Staff,2023-05-08,Jakarta,3544,Flight
2759,Chapman,Ronald,Meteorology,Staff,2023-05-08,Berlin,7.68193905,Train
